-0.0065,0,0,1,0,0,0,0.0771316,0,0,1,0,0,0,-0.007,0,-0.041,1,0,0,0,0.0816316,0,-0.041,1,0,0,0,
-0.00644935,-1.18226e-05,-4.28447e-05,1,0.000100889,0.000762737,-0.000269786,0.0772018,-2.03174e-05,-3.71574e-05,0.999998,1.73439e-05,-0.00175046,0.0002457,-0.0070408,-3.2452e-06,-0.0410534,0.999993,0.000101667,0.00364856,-0.000269493,0.0817279,-1.6705e-05,-0.041067,0.999951,1.4469e-05,0.00994575,0.000245886,
-0.00630261,-2.8249e-06,-5.65207e-05,1,-0.000123354,-2.49599e-05,-0.000314691,0.0773619,-1.61939e-05,-4.36064e-05,1,8.41315e-06,-0.000532315,0.000175501,-0.00693754,-1.25526e-05,-0.0411092,0.999907,-0.000119054,0.0136,-0.000316343,0.0817648,-1.39654e-05,-0.041093,0.999909,5.95609e-06,0.0134633,0.000175601,
-0.00609255,-2.42875e-05,-7.04935e-05,0.999999,9.6657e-05,0.00134357,-0.000272209,0.0775874,-1.18029e-05,-7.57179e-05,1,-1.60588e-05,-0.000742656,0.000288036,-0.00687989,-1.59502e-05,-0.0411357,0.999821,0.000101427,0.0189216,-0.000270468,0.0818923,-1.06604e-05,-0.0411644,0.999697,-2.33595e-05,0.0246221,0.000287536,
-0.0058148,-1.35215e-05,-0.000109615,1,-6.10251e-05,-0.00014493,-0.000293912,0.0778716,-1.7627e-05,-0.000107219,1,-2.1918e-05,-0.000825966,0.000308839,-0.00667621,-1.80321e-05,-0.0412435,0.999327,-5.01631e-05,0.0366709,-0.000295959,0.0820446,-1.68737e-05,-0.0412408,0.999274,-3.39213e-05,0.0380943,0.000307751,
-0.00546668,-2.50429e-05,-0.000143906,1,6.54011e-05,0.000862582,-0.000296988,0.0782288,-1.99854e-05,-0.000156506,1,2.08074e-05,-0.000582439,0.000293652,-0.00653294,-1.90455e-05,-0.0413128,0.998774,7.97676e-05,0.0494963,-0.000293456,0.0822221,-1.59403e-05,-0.0413395,0.998552,4.81126e-06,0.0537869,0.000294349,
-0.00504283,-1.86125e-05,-0.000216284,1,-7.8599e-06,0.000624369,-0.000258503,0.0786524,-1.44751e-05,-0.000230121,1,-5.44761e-05,-0.000542745,0.000301746,-0.00630565,-1.86211e-05,-0.0414434,0.997547,1.0093e-05,0.069999,-0.000258426,0.0824388,-1.66965e-05,-0.0414661,0.997309,-7.66108e-05,0.073307,0.000296899,
-0.00454154,-1.29051e-05,-0.000331896,1,-3.89986e-05,5.76432e-05,-0.000294906,0.0791491,-1.53344e-05,-0.000342296,1,-1.29991e-05,-0.000737028,0.000299877,-0.00602984,-1.52491e-05,-0.0416201,0.995456,-1.07573e-05,0.0952213,-0.000297279,0.0826982,-1.42977e-05,-0.0416308,0.995275,-4.22729e-05,0.0970936,0.000297167,
-0.003956,-2.63059e-05,-0.000459169,0.999999,6.88917e-05,0.00131894,-0.000254698,0.0797371,-1.87905e-05,-0.000497371,1,-1.05946e-05,-0.000422895,0.000308401,-0.00578504,-1.97079e-05,-0.0417829,0.99294,9.82943e-05,0.118618,-0.000244858,0.0829773,-1.76786e-05,-0.0418334,0.992303,-4.88333e-05,0.123837,0.000304694,
-0.00329201,-1.67777e-05,-0.000644346,1,-4.98709e-06,0.00034274,-0.000353352,0.0803954,-1.76654e-05,-0.000659097,1,2.34945e-05,-0.000788899,0.000370819,-0.00540991,-1.57037e-05,-0.0420124,0.988402,4.86107e-05,0.15186,-0.000350027,0.0833196,-1.3577e-05,-0.0420277,0.987838,-3.47403e-05,0.155486,0.000369935,
