0.000000E0	8.562357E-2
6.650000E-2	8.566678E-2
6.660000E-2	8.554399E-2
1.331111E-1	8.555093E-2
1.332111E-1	8.555853E-2
1.997111E-1	8.553761E-2
1.998111E-1	8.559749E-2
2.663111E-1	8.559698E-2
2.664111E-1	8.558948E-2
3.329111E-1	8.559024E-2
3.330111E-1	8.555621E-2
3.995222E-1	8.556583E-2
3.996222E-1	8.558789E-2
4.661222E-1	8.553033E-2
4.662222E-1	8.558776E-2
5.327222E-1	8.559947E-2
5.328222E-1	8.553789E-2
5.993333E-1	8.525527E-2
5.994333E-1	8.488506E-2
6.660333E-1	8.433837E-2
7.325333E-1	8.451994E-2
7.326333E-1	8.464209E-2
7.991333E-1	8.439566E-2
7.992333E-1	8.404694E-2
8.657444E-1	8.395623E-2
8.658444E-1	8.378912E-2
8.990444E-1	8.366502E-2
9.322444E-1	8.348872E-2
9.989444E-1	8.354716E-2
9.990444E-1	8.333517E-2
1.032244E0	8.300523E-2
1.098856E0	8.284960E-2
1.098956E0	8.291552E-2
1.132156E0	8.297300E-2
1.198756E0	8.308449E-2
1.198856E0	8.324927E-2
1.232056E0	8.317192E-2
1.298667E0	8.325676E-2
1.298767E0	8.352541E-2
1.365267E0	8.419454E-2
1.365367E0	8.514918E-2
1.431867E0	8.606842E-2
1.431967E0	8.666738E-2
1.498467E0	8.696858E-2
1.498567E0	8.679672E-2
1.565078E0	8.773756E-2
1.565178E0	8.926179E-2
1.631678E0	9.048567E-2
1.631778E0	9.174684E-2
1.664978E0	9.296451E-2
1.698178E0	9.422435E-2
1.764889E0	9.545336E-2
1.764989E0	9.651749E-2
1.831489E0	9.779040E-2
1.831589E0	9.914813E-2
1.864789E0	1.005007E-1
1.931389E0	1.019759E-1
1.931489E0	1.037633E-1
1.998000E0	1.058528E-1
1.998100E0	1.082074E-1
2.031300E0	1.103490E-1
2.064500E0	1.117180E-1
2.131200E0	1.116744E-1
2.131300E0	1.116325E-1
2.197800E0	1.116085E-1
2.197900E0	1.115843E-1
2.264411E0	1.115634E-1
2.264511E0	1.115262E-1
2.331011E0	1.113505E-1
2.331111E0	1.109747E-1
2.397611E0	1.105119E-1
2.397711E0	1.097422E-1
2.464222E0	1.085454E-1
2.464322E0	1.074333E-1
2.530822E0	1.072084E-1
2.530922E0	1.075904E-1
2.597422E0	1.074424E-1
2.597522E0	1.071946E-1
2.664022E0	1.071039E-1
